Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,marital_Divorced,marital_Married,marital_Single,marital_Together,marital_Widow,education_2n Cycle,education_Basic,education_Graduation,education_Master,education_PhD,MntTotal,MntRegularProds,AcceptedCmpOverall,Cluster,PCA1,PCA2,Segment_Name
55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,1,65,2409,0,0,1,0,0,0,0,0,0,1,442,438,1,0,-0.8804365266628605,2.5595371784819974,Budget Customers
48006.0,1,1,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,0,55,2179,0,1,0,0,0,0,0,1,0,0,39,37,0,3,-2.4483100406228564,-1.6145631003205636,High Potential Customers
27213.0,1,0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,1,48,2827,0,0,1,0,0,0,0,0,0,1,67,64,0,3,-2.607286186732314,0.9254470039857609,High Potential Customers
65808.0,1,1,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,0,49,2189,1,0,0,0,0,0,0,0,0,1,262,252,0,3,-1.111937574363029,-0.4601173093931627,High Potential Customers
30351.0,1,0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,0,46,2547,0,0,0,1,0,0,0,0,0,1,44,42,0,3,-2.908463659571896,-0.0518868704161398,High Potential Customers
50437.0,0,2,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,0,57,2779,0,1,0,0,0,0,0,1,0,0,486,482,0,0,-0.5324774764260308,1.7072213302426122,Budget Customers
23616.0,1,0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,1,38,2748,0,0,1,0,0,1,0,0,0,0,47,15,0,3,-2.5647465379393632,0.5913147122728967,High Potential Customers
53858.0,0,1,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,0,44,2756,0,1,0,0,0,0,0,1,0,0,889,863,0,2,1.5673494347067138,0.36308350672051565,Regular Customers
66465.0,0,1,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,0,65,2615,0,1,0,0,0,0,0,0,0,1,1471,1457,1,2,3.208156418976574,2.32133821083392,Regular Customers
46923.0,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,33,2835,0,0,1,0,0,0,0,1,0,0,363,357,0,0,-0.15665186140866147,0.7998093837794145,Budget Customers
75072.0,0,1,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,0,58,2681,0,0,0,1,0,0,0,1,0,0,948,823,0,2,1.9827146278276202,0.5443787711494623,Regular Customers
75865.0,0,0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,0,77,2249,0,1,0,0,0,0,0,0,0,1,1230,1218,0,2,2.783675793347063,-1.8712871977876584,Regular Customers
19789.0,1,0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,0,45,2380,0,0,0,1,0,1,0,0,0,0,50,22,1,3,-2.391405580598462,-0.6082011718693805,High Potential Customers
80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,26,2294,0,0,0,1,0,0,0,1,0,0,1352,1326,4,2,2.3669927795760426,-1.0981542875999803,Regular Customers
91065.0,0,0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,1,39,2651,0,0,1,0,0,0,0,1,0,0,1360,1246,2,1,5.2832827614658795,-0.3070258097135115,Premium Customers
49505.0,1,1,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,0,49,2640,0,1,0,0,0,0,0,0,1,0,723,695,0,0,-0.08351222937640924,3.9265651895985423,Budget Customers
37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,47,2213,0,1,0,0,0,0,0,0,0,1,45,42,0,3,-2.673493842885473,-0.9921551861168412,High Potential Customers
18492.0,1,0,75,2,2,2,2,1,1,1,1,0,2,8,0,0,0,0,0,0,0,38,2183,0,0,0,1,0,0,0,0,1,0,9,8,0,3,-3.353457576458029,-1.3369602946112131,High Potential Customers
82584.0,0,0,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,1,0,0,0,1,46,2549,0,1,0,0,0,0,0,0,1,0,1367,1299,2,1,3.043770197345146,-0.937437735826964,Premium Customers
93027.0,0,0,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,1,0,0,0,0,79,2601,0,1,0,0,0,0,0,0,0,1,2098,2077,1,1,4.7734580886977405,-0.25514006029837105,Premium Customers
48686.0,1,2,8,10,0,7,2,0,1,1,1,0,2,8,0,0,0,0,0,0,0,67,2366,0,1,0,0,0,0,0,1,0,0,19,18,0,3,-2.672106076249054,-0.8118048363416194,High Potential Customers
92910.0,0,0,42,551,137,792,179,103,33,1,6,7,13,1,0,1,1,1,0,0,0,34,2225,0,1,0,0,0,0,0,1,0,0,1762,1729,3,1,6.023560293247587,-2.3792602347031147,Premium Customers
75433.0,1,0,28,800,0,297,0,34,57,2,2,5,10,6,0,1,0,1,0,0,0,31,2244,0,1,0,0,0,0,0,1,0,0,1131,1074,2,2,1.3505022142393674,-0.5703560645512213,Regular Customers
10404.0,1,0,52,2,2,11,10,6,12,2,1,0,4,5,0,0,0,0,0,0,0,31,2215,0,0,0,1,0,1,0,0,0,0,31,19,0,3,-2.924309109617184,-1.4673931683838615,High Potential Customers
61314.0,0,1,1,378,0,189,97,172,172,2,5,5,12,3,0,0,0,0,0,0,0,52,2589,0,1,0,0,0,0,0,1,0,0,836,664,0,1,3.159818384869856,0.09854299409050367,Premium Customers
84865.0,0,0,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,1,1,1,0,1,59,2575,0,0,1,0,0,0,0,0,0,1,1672,1656,4,2,2.592129092697701,-0.2817964400275154,Regular Customers
42387.0,1,0,42,235,0,235,19,4,191,5,8,1,7,8,0,0,0,0,0,0,0,31,2767,0,1,0,0,0,0,0,1,0,0,493,302,0,0,-0.10419429411018143,2.8689961436048055,Budget Customers
67309.0,1,1,76,515,47,181,149,95,95,15,9,6,9,7,0,0,0,0,0,0,0,53,2681,0,0,0,1,0,1,0,0,0,0,987,892,0,0,2.7596719397906906,5.116327012917379,Budget Customers
75236.0,0,1,27,438,66,400,12,38,114,1,8,3,13,4,0,0,0,0,0,0,0,56,2375,0,1,0,0,0,0,0,1,0,0,954,840,0,2,2.722373360722987,-0.011540654232099063,Regular Customers
30015.0,1,0,28,25,0,22,2,3,5,2,1,0,4,5,0,0,0,0,0,0,0,50,2306,0,0,1,0,0,0,0,1,0,0,52,47,0,3,-2.537690869980231,-1.168542792175477,High Potential Customers
50943.0,0,1,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,0,64,2532,0,0,0,1,0,0,0,0,1,0,40,34,0,3,-2.171700202696062,-0.9000815041194509,High Potential Customers
67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,54,2349,1,0,0,0,0,0,0,1,0,0,719,705,0,2,1.0535035309651526,0.0972390562767207,Regular Customers
51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,71,2454,0,0,0,0,1,0,0,0,1,0,445,423,0,0,-0.8018538625390318,1.2648127362444175,Budget Customers
32011.0,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,49,2470,0,1,0,0,0,0,0,0,0,1,117,112,0,3,-2.4004122507496417,0.08021266978577296,High Potential Customers
7500.0,1,0,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,0,34,2666,0,1,0,0,0,1,0,0,0,0,27,18,0,3,-3.1393521932913266,0.24292887166075822,High Potential Customers
28691.0,1,0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,0,31,2519,0,1,0,0,0,0,0,1,0,0,30,26,0,3,-2.9785746071477157,-0.6457004434134477,High Potential Customers
56223.0,0,1,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,0,72,2350,0,1,0,0,0,0,0,0,0,1,152,148,0,3,-1.2363685020820616,-0.9965747752039481,High Potential Customers
18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,74,2486,0,1,0,0,0,0,0,1,0,0,13,12,0,3,-2.7814219148036208,-1.0321596843285514,High Potential Customers
20130.0,0,0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,0,46,2263,0,1,0,0,0,1,0,0,0,0,22,10,0,3,-3.032715653940284,-1.0337517895551442,High Potential Customers
23295.0,0,0,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,0,61,2510,1,0,0,0,0,0,0,1,0,0,15,10,0,3,-2.999711374850044,-0.42276939544619546,High Potential Customers
42618.0,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,48,2422,1,0,0,0,0,0,0,0,1,0,182,172,0,3,-1.8977979528512874,0.1604403811640334,High Potential Customers
81246.0,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,56,2341,0,0,1,0,0,0,0,1,0,0,1342,1305,2,1,4.415269449170706,-2.375972535356113,Premium Customers
24027.0,1,0,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,0,44,2544,0,1,0,0,0,0,0,1,0,0,43,38,0,3,-2.87620835370329,-0.06575268878154164,High Potential Customers
55707.0,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,67,2348,0,1,0,0,0,0,0,0,0,1,393,358,0,2,0.20488591495679592,-0.8512790587433532,Regular Customers
57959.0,0,1,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,0,65,2582,0,0,1,0,0,0,0,1,0,0,835,802,0,2,1.7195324770390614,0.8242318249272753,Regular Customers
56796.0,0,1,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,0,51,2657,0,1,0,0,0,0,0,1,0,0,964,927,0,2,1.9322926460610723,1.4830752557358506,Regular Customers
36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,49,2414,0,0,1,0,0,0,0,0,1,0,56,53,0,3,-2.2859257633356687,-1.1390633828352918,High Potential Customers
70829.0,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,40,2369,0,1,0,0,0,1,0,0,0,0,408,385,0,2,0.5656768916449794,-1.206978891053596,Regular Customers
65991.0,0,1,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,0,44,2819,0,1,0,0,0,0,0,1,0,0,962,953,0,2,1.6948582598725626,1.8600475060040254,Regular Customers
38988.0,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,48,2837,0,1,0,0,0,0,0,1,0,0,306,264,0,0,-1.2889713891689016,2.7924212779041864,Budget Customers
89572.0,0,0,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,1,54,2811,0,0,1,0,0,1,0,0,0,0,1995,1931,2,1,6.148212140687048,-0.2032293380232889,Premium Customers
42207.0,1,0,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,1,36,2613,0,1,0,0,0,0,0,0,1,0,219,173,1,0,-1.4358717509581593,0.7597118300925917,Budget Customers
50300.0,0,1,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,0,68,2194,0,1,0,0,0,0,0,1,0,0,265,260,0,3,-0.6550684333738866,-1.6190968291122332,High Potential Customers
66664.0,0,0,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,38,2801,0,0,0,1,0,1,0,0,0,0,1257,1225,0,1,3.790916109169256,-0.8936365418491473,Premium Customers
60597.0,0,1,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,1,56,2338,0,1,0,0,0,0,0,1,0,0,827,761,1,2,0.18684999233902805,0.4154515712705925,Regular Customers
70165.0,0,0,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,0,71,2439,0,0,0,0,1,0,0,1,0,0,804,682,0,1,3.8852168707676324,-1.6012528745836447,Premium Customers
50520.0,0,1,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,0,62,2311,0,0,0,0,1,0,0,0,0,1,121,107,0,3,-1.930262068998515,-0.598529172373933,High Potential Customers
33183.0,1,0,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,0,45,2284,0,1,0,0,0,0,0,1,0,0,83,46,0,3,-2.2148828294081717,-0.4825509703908361,High Potential Customers
66582.0,0,0,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,0,51,2277,0,0,1,0,0,0,0,0,0,1,1288,1288,0,2,2.394174048188131,-1.822130121019053,Regular Customers
75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,1,65,2591,0,0,0,1,0,0,0,0,0,1,1726,1709,2,2,2.9196014807048933,-0.24736917520637874,Regular Customers
31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,50,2765,0,0,0,0,1,0,0,1,0,0,12,9,0,3,-2.9409878588737164,0.013211180867497783,High Potential Customers
53790.0,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,69,2274,0,1,0,0,0,0,0,1,0,0,537,532,0,2,0.05333204885513824,0.3627806762382128,Regular Customers
49269.0,1,0,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,0,49,2842,0,0,0,1,0,0,0,0,0,1,832,774,0,2,0.8217638343402915,2.2994513595873816,Regular Customers
61456.0,0,1,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,0,45,2618,0,1,0,0,0,0,0,1,0,0,1299,1210,0,1,4.702354635618096,0.6401459346246866,Premium Customers
37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,1,40,2421,0,1,0,0,0,0,0,1,0,0,14,11,0,3,-2.975156389522572,-0.8711470124230105,High Potential Customers
56937.0,1,0,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,1,39,2853,0,0,0,1,0,0,0,0,0,1,898,890,1,0,0.9275101265806729,3.1618060761822537,Budget Customers
38415.0,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,42,2702,0,1,0,0,0,0,0,1,0,0,40,36,0,3,-2.6545487971951225,-0.00020632764479225411,High Potential Customers
20518.0,1,0,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,0,32,2201,0,0,1,0,0,0,0,1,0,0,16,7,0,3,-2.896241636732414,-1.8676713760539267,High Potential Customers
62503.0,0,1,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,0,64,2655,0,1,0,0,0,0,0,1,0,0,856,739,0,2,2.264049995819644,1.7547031942949287,Regular Customers
41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,48,2210,0,0,1,0,0,0,0,0,0,1,29,27,0,3,-2.326708036293353,-1.8105373564391467,High Potential Customers
55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,43,2196,0,1,0,0,0,0,0,0,1,0,494,470,0,2,-0.45980282747357326,-0.5180033465122935,Regular Customers
62010.0,0,1,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,0,48,2773,0,1,0,0,0,0,0,0,0,1,438,346,0,0,0.031973815714634146,1.6931476467734208,Budget Customers
41124.0,1,0,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,43,2765,0,1,0,0,0,0,0,1,0,0,387,268,0,0,-0.7651306527842755,3.147893431865932,Budget Customers
38961.0,1,0,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,47,2340,0,1,0,0,0,0,0,0,1,0,46,22,0,3,-2.463369729112547,-0.9381776850331953,High Potential Customers
37760.0,1,0,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,48,2481,1,0,0,0,0,0,0,0,1,0,54,54,0,3,-2.4309904477080693,-0.8365766520624546,High Potential Customers
32233.0,1,0,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,46,2838,0,0,1,0,0,0,0,1,0,0,224,152,1,0,-1.5667518481128908,1.5539769965444703,Budget Customers
43057.0,0,1,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,45,2401,0,1,0,0,0,0,0,1,0,0,261,256,0,3,-1.4902290187969642,0.13710040845586194,High Potential Customers
83151.0,0,0,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,60,2786,0,0,0,1,0,0,0,0,1,0,729,711,0,2,2.24085053825708,-0.35441190424302554,Regular Customers
78825.0,0,0,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,56,2812,1,0,0,0,0,0,0,0,0,1,877,859,0,1,3.564813999517482,-0.11592471868904239,Premium Customers
65104.0,0,1,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,44,2386,0,0,0,1,0,0,0,0,1,0,1003,953,0,2,0.7116137743178946,0.05504068725007682,Regular Customers
60093.0,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,46,2527,0,1,0,0,0,0,0,1,0,0,645,555,0,2,0.5848009808414406,1.0068930792691242,Regular Customers
14045.0,1,0,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,51,2313,0,1,0,0,0,0,0,1,0,0,19,18,0,3,-3.1416273300592743,-1.0854820532080998,High Potential Customers
28457.0,0,0,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,68,2768,0,0,0,0,1,1,0,0,0,0,191,177,0,3,-1.7081334445888217,0.6470328237856141,High Potential Customers
78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,62,2802,0,0,0,1,0,0,0,0,0,1,1958,1824,0,1,4.383746928925081,1.062198884277454,Premium Customers
46310.0,1,0,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,44,2732,1,0,0,0,0,0,0,1,0,0,295,281,0,0,-1.3683212743244662,1.1119767679649164,Budget Customers
76005.0,0,0,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,65,2651,0,0,0,1,0,0,0,1,0,0,1682,1642,1,1,4.035091924829932,0.11659889945568278,Premium Customers
58308.0,0,1,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,56,2692,0,0,1,0,0,0,0,0,1,0,770,640,0,0,0.05959865201658333,1.75157778752897,Budget Customers
55614.0,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,76,2373,1,0,0,0,0,0,0,0,0,1,656,630,1,2,0.2877684051860238,0.7433602287352035,Regular Customers
59432.0,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,58,2601,1,0,0,0,0,0,0,0,1,0,651,639,0,2,0.7304235270468848,0.6231420921595372,Regular Customers
55563.0,0,1,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,42,2244,1,0,0,0,0,0,0,1,0,0,41,39,0,3,-2.0234543532164406,-1.9997570884058427,High Potential Customers
78642.0,0,1,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,49,2593,0,0,0,1,0,0,0,0,0,1,1799,1782,0,2,2.749931619040951,0.3232277032546378,Regular Customers
67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,71,2197,0,0,0,1,0,0,0,0,0,1,976,976,0,2,2.1271960053956476,-0.4066513877162648,Regular Customers
65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,76,2611,0,1,0,0,0,0,0,1,0,0,725,704,0,2,1.653844793518629,-0.46011409545882126,Regular Customers
27203.0,1,1,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,70,2851,0,0,0,1,0,0,0,1,0,0,40,16,0,3,-2.6276334320353425,0.8055441434633903,High Potential Customers
48330.0,0,1,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,59,2385,0,0,0,1,0,0,0,0,1,0,32,32,0,3,-2.331138709269882,-1.3187697782557677,High Potential Customers
24279.0,0,0,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,30,2706,0,1,0,0,0,0,1,0,0,0,155,47,0,3,-1.4578707271708726,0.31061899452278474,High Potential Customers
64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,35,2833,0,1,0,0,0,0,0,0,0,1,1292,1139,0,2,2.1124209791938173,1.9871425920475516,Regular Customers
53653.0,0,0,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,67,2758,0,0,0,0,1,0,0,1,0,0,1102,994,0,2,2.1835347213704455,2.372001193455617,Regular Customers
65665.0,0,1,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,44,2368,0,1,0,0,0,0,0,1,0,0,916,887,0,1,3.242983083204694,-1.6767477889723366,Premium Customers
81217.0,0,0,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,31,2504,0,0,1,0,0,0,0,1,0,0,1073,989,0,1,3.5073150660664325,-1.5311222260846917,Premium Customers
34935.0,0,0,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,28,2532,0,1,0,0,0,0,0,1,0,0,117,97,0,3,-2.244546941498291,-0.604081831694945,High Potential Customers
61250.0,0,1,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,61,2719,1,0,0,0,0,0,0,1,0,0,671,612,0,2,1.672011637132424,1.713364191552985,Regular Customers
39665.0,1,0,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,39,2559,0,0,0,1,0,0,0,0,0,1,185,154,1,3,-1.8927801105411604,0.5248524018091193,High Potential Customers
60152.0,0,1,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,41,2617,0,0,1,0,0,0,0,1,0,0,852,761,0,1,2.625099179529864,-0.38418413638889576,Premium Customers
48920.0,0,2,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,56,2411,0,1,0,0,0,0,0,1,0,0,341,335,1,0,-1.0347582870022378,0.5661726359492698,Budget Customers
89120.0,0,0,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,61,2263,0,0,0,1,0,0,0,0,1,0,1869,1814,1,1,4.875270786930365,-1.51955860754011,Premium Customers
44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,74,2573,0,0,0,1,0,0,0,0,0,1,345,293,0,0,-1.0624853019476403,1.8041289161767586,Budget Customers
81169.0,0,0,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,45,2600,0,0,1,0,0,0,0,0,1,0,2062,2035,0,1,4.453821337715498,-0.4269208395527295,Premium Customers
36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,59,2670,0,1,0,0,0,0,0,1,0,0,118,98,0,3,-2.2687261539905625,1.1354551491413805,High Potential Customers
26095.0,1,0,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,30,2523,0,0,1,0,0,0,0,1,0,0,31,20,0,3,-2.8934891864799948,-0.7697863586443046,High Potential Customers
71367.0,0,0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,61,2469,0,0,0,1,0,0,0,1,0,0,702,627,0,2,1.507743488323638,-1.0668964163678782,Regular Customers
80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,76,2279,0,1,0,0,0,0,0,0,1,0,1902,1902,2,1,4.121233444245884,-0.9771736053454807,Premium Customers
30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,55,2312,1,0,0,0,0,0,0,1,0,0,42,32,0,3,-2.708541041204961,-0.6007044070360228,High Potential Customers
73454.0,0,0,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,33,2279,0,0,1,0,0,0,0,0,1,0,1476,1301,1,1,2.595071068074243,-0.7989473629829705,Premium Customers
42691.0,0,0,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,29,2476,0,1,0,0,0,0,0,1,0,0,300,242,0,3,-0.9113945121063443,-0.465481645777357,High Potential Customers
70503.0,0,0,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,67,2796,0,1,0,0,0,0,0,1,0,0,1661,1595,2,2,2.4067762406519737,1.0452667281146544,Regular Customers
25545.0,1,0,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,33,2818,0,1,0,0,0,0,0,1,0,0,125,40,0,3,-1.8961843224502672,0.6668200141863533,High Potential Customers
32880.0,1,0,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,34,2731,0,1,0,0,0,0,0,1,0,0,40,38,0,3,-2.8040919004170806,-0.15287898108083486,High Potential Customers
77863.0,0,0,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,62,2373,0,0,0,1,0,0,0,0,0,1,1279,1267,0,2,2.439833031187637,-0.9624017282907277,Regular Customers
50353.0,0,0,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,43,2180,0,1,0,0,0,0,0,0,1,0,407,372,0,2,0.07256077202625894,-1.7766405489049752,Regular Customers
61839.0,0,0,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,56,2845,0,0,1,0,0,0,0,1,0,0,1775,1655,0,1,4.228032307087085,0.7007262191605521,Premium Customers
49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,60,2397,0,1,0,0,0,0,0,0,0,1,340,269,0,0,-0.5689492285812834,1.2168798426271457,Budget Customers
47682.0,0,1,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,45,2658,0,0,0,0,1,1,0,0,0,0,460,399,0,0,0.6490150373046344,0.553509993533209,Budget Customers
72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,51,2443,0,0,1,0,0,0,0,1,0,0,1114,1060,0,1,2.8082639470756185,-1.5099519532580887,Premium Customers
57954.0,1,1,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,43,2170,0,0,0,1,0,0,0,0,1,0,484,475,1,0,-0.8179559466819203,1.5858460600868483,Budget Customers
65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,58,2590,0,1,0,0,0,0,0,1,0,0,222,184,0,3,-0.765490263123184,-0.27999160278090063,High Potential Customers
28567.0,1,0,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,38,2536,0,0,1,0,0,0,0,1,0,0,40,34,0,3,-2.677890609619176,-0.44599452867881595,High Potential Customers
47352.0,0,1,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,69,2603,0,0,0,1,0,0,0,0,1,0,304,289,0,0,-1.1631110084586413,1.3969397678272992,Budget Customers
